1790439091.411289379	content-signature-2.cdn.mozilla.net	34.149.226.178
1790439111.621543844	firefox.settings.services.mozilla.com	151.101.65.91,151.101.129.91,151.101.193.91,151.101.1.91
1790439113.174814368	firefox-settings-attachments.cdn.mozilla.net	151.101.65.91,151.101.193.91,151.101.129.91,151.101.1.91
1790439114.651319200	services.addons.mozilla.org	151.101.193.91,151.101.65.91,151.101.1.91,151.101.129.91
1790439115.438430574	example.org	104.20.26.136,172.66.157.237
1790439115.729424570	example.org	172.66.157.237,104.20.26.136
1790439115.956101274	ipv4only.arpa	192.0.0.170,192.0.0.171
1790439116.919115377	versioncheck-bg.addons.mozilla.org	34.160.90.233
1790439117.046345861	aus5.mozilla.org	151.101.129.91,151.101.1.91,151.101.193.91,151.101.65.91
