4	2026-09-10T22:14:58.278377466+0100	0	127.0.0.1	49866	127.0.0.1	80	GET	/basic.html	127.0.0.1
8	2026-09-10T22:14:58.787861352+0100	0	127.0.0.1	49866	127.0.0.1	80	GET	/building.jpg	127.0.0.1
