1	2026-09-17T22:55:01.734880218+0100	00:0c:29:a1:b3:27	00:50:56:f4:75:b1	1	192.168.214.128	00:0c:29:a1:b3:27	192.168.214.2	00:00:00:00:00:00
2	2026-09-17T22:55:01.736519559+0100	00:50:56:f4:75:b1	00:0c:29:a1:b3:27	2	192.168.214.2	00:50:56:f4:75:b1	192.168.214.128	00:0c:29:a1:b3:27
3	2026-09-17T22:55:47.303407690+0100	00:0c:29:a1:b3:27	00:50:56:f4:75:b1	1	192.168.214.128	00:0c:29:a1:b3:27	192.168.214.2	00:00:00:00:00:00
4	2026-09-17T22:55:47.304909161+0100	00:50:56:f4:75:b1	00:0c:29:a1:b3:27	2	192.168.214.2	00:50:56:f4:75:b1	192.168.214.128	00:0c:29:a1:b3:27
