1	2023-03-12T04:22:03.059513401+0100	1	136.160.215.1	00:1b:17:00:0a:30	136.160.215.1
2	2023-03-12T04:22:38.192015486+0100	1	136.160.215.1	00:1b:17:00:0a:30	136.160.215.199
3	2023-03-12T04:22:44.903581555+0100	1	136.160.215.15	00:50:56:86:cb:fc	136.160.215.194
4	2023-03-12T04:22:44.904123642+0100	2	136.160.215.194	00:50:56:86:02:65	136.160.215.15
5	2023-03-12T04:22:49.943023192+0100	1	136.160.215.194	00:50:56:86:02:65	136.160.215.15
6	2023-03-12T04:22:49.943043799+0100	2	136.160.215.15	00:50:56:86:cb:fc	136.160.215.194
7	2023-03-12T04:23:03.059262685+0100	1	136.160.215.1	00:1b:17:00:0a:30	136.160.215.1
8	2023-03-12T04:23:06.191965551+0100	1	136.160.215.1	00:1b:17:00:0a:30	136.160.215.183
