8	2026-09-08T21:48:24.006551486+0100	127.0.0.1	49640	127.0.0.1	80	0x0011	84	385
9	2026-09-08T21:48:24.007283500+0100	127.0.0.1	80	127.0.0.1	49640	0x0011	385	85
