1	2026-09-08T21:48:23.986673290+0100	127.0.0.1	49640	127.0.0.1	80	0x0002	0	0
2	2026-09-08T21:48:23.986864919+0100	127.0.0.1	80	127.0.0.1	49640	0x0012	0	1
3	2026-09-08T21:48:23.986893265+0100	127.0.0.1	49640	127.0.0.1	80	0x0010	1	1
